User;UserID;TweetId;LABEL;Is this a RT?;Is there an URL?;Has it been RT?;Has it been replied?;is it  a reply?;#ofREPLIES;#ofRT;#ofFollowers;#ofFollowings;#ofStatuses
gstvenglish;3320199715;725267224638972000;R;NO;YES;NO;NO;NO;0;0;6645;1216;11
MoultrieNews;88947094;725263998120141000;NR;NO;YES;NO;NO;NO;0;0;20177;6475;1082
justaxkiss;3319207803;725263779353661000;R;YES;YES;NO;NO;NO;0;0;4628;169;215
digitaleyecent;3131432631;725263469486965000;NR;NO;YES;NO;NO;NO;0;0;4520;3168;2343
AltePrashant;723427889622880000;725263033291837000;NR;YES;YES;NO;NO;NO;0;0;6;0;3
indiadayafter;3181440397;725253186240545000;NR;NO;YES;NO;NO;NO;0;0;5192;116;216
s_palm;141466282;725251709262422000;R;YES;YES;NO;NO;NO;0;0;55909;1008;224
DrMel_T;1115784079;725251538927526000;R;YES;YES;NO;NO;NO;0;0;73751;8147;6458
oregano88;186725392;725250997581292000;R;YES;YES;NO;NO;NO;0;0;11113;499;367
LisaByrnes2;2295689768;725250912545985000;R;YES;YES;NO;NO;NO;0;0;1967;69;117
juliecorb;2241205392;725249843556282000;R;YES;YES;NO;NO;NO;0;0;126149;2857;2645
juliecorb;2241205392;725249759397564000;R;YES;YES;NO;NO;NO;0;0;126149;2857;2645
Science_Open;1246397209;725248696984687000;NR;YES;YES;NO;NO;NO;0;0;16281;4712;2301
myofoz;27354052;725247102780105000;R;YES;YES;NO;NO;NO;0;0;15724;314;1280
fislambd2014;705372439618847000;725246920818606000;NR;NO;YES;NO;NO;NO;0;0;191;59;93
susanamet;2328139452;725246347973030000;R;YES;YES;NO;NO;NO;0;0;38095;3287;1393
fede_romaniello;325403080;725245384113676000;R;NO;NO;NO;NO;NO;0;0;1502;275;130
jacksonwoodHQ;1727458536;725243735487832000;R;NO;YES;YES;NO;NO;0;11;6899;17195;415
GRamsbottom;1337181704;725237610583564000;R;NO;YES;NO;NO;NO;0;0;53986;1406;2051
UCLGlobalHealth;31697481;725236827104354000;NR;NO;YES;NO;NO;NO;0;0;3134;4729;493
NYCSmallBiz;595609921;725235691899130000;NR;NO;YES;NO;NO;NO;0;0;106450;4162;4205
canadawale;2789160855;725234600776225000;R;NO;YES;NO;NO;NO;0;0;45507;438;16
yespunjab;224961966;725233148804629000;R;NO;YES;NO;NO;NO;0;0;129066;131955;129321
BawaHS;54827721;725233148750119000;R;NO;YES;NO;NO;NO;0;0;116572;85930;13138
BioX_Malaysia;3064983248;725232335684170000;R;YES;YES;NO;NO;NO;0;0;6915;225;392
CaeVye;31104704;725227717126447000;R;YES;YES;NO;NO;NO;0;0;86722;1716;1832
Pri0728;146488812;725226997786366000;NR;YES;YES;NO;NO;NO;0;0;128;19;46
CongoUnfpa;3014306194;725226281239990000;NR;YES;YES;NO;NO;NO;0;0;453;373;210
Muhamma70315483;4869311547;725225599187489000;R;YES;YES;NO;NO;NO;0;0;109;516;1958
Nebby_99;23060198;725224503580615000;R;YES;YES;NO;NO;NO;0;0;33310;110;157
KinolaiHealth;3041054075;725223450420224000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
yaakov_h;91762941;725222769877602000;R;YES;YES;NO;NO;NO;0;0;69858;459;158
JennyKayNZ;50943610;725220635371151000;R;YES;YES;NO;NO;NO;0;0;28301;1746;3326
SIMNZ;498463105;725220053491147000;R;YES;YES;NO;NO;NO;0;0;19429;481;1165
sharnatweets;68357033;725219080458875000;R;YES;YES;NO;NO;NO;0;0;12618;949;576
micheinnz;822481213;725219078776857000;R;YES;YES;NO;NO;NO;0;0;49449;716;591
JoelRDodd;3270112831;725218911252148000;R;YES;YES;NO;NO;NO;0;0;27872;848;814
Retrovertigo;7058852;725218906739081000;R;YES;YES;NO;NO;NO;0;0;31515;524;1111
glengyron;47008273;725218728133038000;R;YES;YES;NO;NO;NO;0;0;103225;2613;2147
samemniktom;1739973012;725218711628476000;R;YES;YES;NO;NO;NO;0;0;298;785;1841
Asher_Wolf;15486485;725218648286061000;R;YES;YES;NO;NO;NO;0;0;374871;41833;25293
Asher_Wolf;15486485;725218630745498000;R;YES;YES;NO;NO;NO;0;0;374871;41833;25293
skwashd;8018342;725217480780607000;R;NO;YES;YES;NO;NO;0;4;25616;2121;749
gladeolie;54516759;725214644881777000;NR;YES;YES;NO;NO;NO;0;0;50064;581;1534
anajjny;3033639388;725214296901177000;R;NO;YES;NO;NO;NO;0;0;407986;15297;15442
alicesttu;2810037368;725214215028494000;R;NO;YES;NO;NO;NO;0;0;370196;27834;29739
Medicalrepublic;3317405598;725211472310076000;R;YES;YES;NO;NO;NO;0;0;713;323;450
worldnewsdotcom;143142203;725211427393278000;NR;NO;YES;YES;NO;NO;0;2;65274;7084;3492
MahycoIndia;2700221964;725210180263145000;NR;YES;YES;NO;NO;NO;0;0;2746;1044;209
lilimareea;3008361326;725209945134649000;R;YES;YES;NO;NO;NO;0;0;7397;174;200
WaqasBukhari15;2275834219;725207828680561000;R;YES;YES;NO;NO;NO;0;0;23522;453;1810
HUMANBEINGONE;1605694716;725207412806963000;NR;YES;YES;NO;NO;NO;0;0;71134;175;181
TheStatesmanLtd;1555266841;725206917778383000;NR;NO;YES;NO;NO;NO;0;0;15821;1940;258
kirkmurphy;16088941;725206304948523000;R;YES;YES;NO;NO;NO;0;0;83925;1951;3033
seanparnell;95338396;725205108263285000;R;YES;YES;NO;NO;NO;0;0;15904;5156;935
kelly_black23;725189169140617000;725204289551913000;R;YES;YES;NO;NO;NO;0;0;21;14;68
mpwoodhead;19167641;725204052343030000;R;NO;YES;YES;NO;NO;0;22;19891;2612;1636
BCWomensFdn;132993937;725202505311773000;R;YES;NO;NO;NO;NO;0;0;3802;2456;2076
primpaypon;64672977;725201009325146000;NR;NO;YES;NO;NO;NO;0;0;45990;1703;993
Indira_L;239857777;725200920699613000;NR;NO;YES;NO;NO;NO;0;0;21378;9465;3084
amandsst;2810050196;725199958891106000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
amandsst;2810050196;725198221841158000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
mtfjakob497;618516090;725197558944010000;R;YES;YES;NO;NO;NO;0;0;57;37;2167
AaaCamino;44219748;725195757641327000;R;YES;YES;NO;NO;NO;0;0;64318;1868;1981
dyctiostelium;94270912;725195739010200000;NR;YES;YES;NO;NO;NO;0;0;17482;395;109
FemaleExecMag;2400989810;725195342329844000;R;NO;YES;YES;NO;NO;0;1;35274;41788;21566
ErrolCNN;34350419;725194615649898000;R;YES;YES;NO;NO;NO;0;0;12439;45200;905
rosemaryCNN;27443744;725193463260574000;R;NO;YES;YES;NO;NO;0;6;32979;38873;4072
king_magdi;377454987;725191347892789000;NR;NO;YES;NO;NO;NO;0;0;23765;1388;3339
king_magdi;377454987;725191321858806000;NR;YES;YES;NO;NO;NO;0;0;23765;1388;3339
NiliMajumder;389548615;725190945432592000;NR;NO;YES;YES;NO;NO;0;1;563045;9616;2550
alicesttu;2810037368;725190605886898000;R;NO;YES;NO;NO;NO;0;0;370196;27834;29739
amandsst;2810050196;725190138758730000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
ZuelligHealth;408964397;725189037649191000;NR;NO;YES;NO;NO;NO;0;0;103;28;12
fpjindia;295693924;725187973722071000;NR;NO;YES;NO;NO;NO;0;0;87829;2117;259
scchultzzz1;336992906;725185933444796000;NR;YES;YES;NO;NO;NO;0;0;528;20;85
BrettHulseyWI;234132941;725185181045269000;NR;NO;YES;NO;NO;NO;0;0;18559;2740;2835
alicesttu;2810037368;725183587344114000;R;NO;YES;NO;NO;NO;0;0;370196;27834;29739
DrSicchia;2471139726;725178767757435000;NR;YES;YES;NO;NO;NO;0;0;4213;299;381
mazfarsaeed;16384172;725177075326280000;R;NO;NO;NO;NO;YES;0;0;107;16;189
Womenspeakup;511167564;725176961694224000;NR;YES;YES;NO;NO;NO;0;0;49118;2086;2146
nschim;564074974;725174260562420000;NR;YES;YES;NO;NO;NO;0;0;42700;3837;3636
qweenabeena;26386976;725171931050168000;R;NO;NO;NO;NO;NO;0;0;3881;106;120
QoLCare;3280647540;725171834061099000;NR;NO;YES;NO;NO;NO;0;0;6304;109;43
QoLCare;3280647540;725171833289331000;NR;NO;YES;NO;NO;NO;0;0;6304;109;43
ROSAMARIAREYESL;495076830;725170635740049000;R;YES;YES;NO;NO;NO;0;0;6903;209;311
b1e56df9ce6549f;3357427702;725170371075285000;R;YES;YES;NO;NO;NO;0;0;53351;1449;2058
ThePeteOKeefe;299371249;725169934607651000;R;NO;NO;NO;NO;NO;0;0;542;415;770
RyanDegen;2908999209;725169794501235000;NR;NO;YES;NO;NO;NO;0;0;220;1035;107
Zika_News;4871353966;725169213946651000;R;NO;YES;YES;NO;NO;0;5;9516;4381;2532
tweekrant;463522314;725168442614014000;NR;NO;YES;NO;NO;NO;0;0;16560;182;391
ChantellDawnSny;376510469;725167263565885000;R;YES;NO;NO;NO;NO;0;0;594348;3584;3400
alicesttu;2810037368;725166832282419000;R;NO;YES;NO;NO;NO;0;0;370196;27834;29739
uknewse;2842483768;725166723314250000;R;NO;YES;NO;NO;NO;0;0;255549;29949;28771
amandsst;2810050196;725166402525647000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
Gus_Lara;121666716;725165579225563000;R;YES;YES;NO;NO;NO;0;0;62525;495;1983
amandsst;2810050196;725165373843108000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
amandsst;2810050196;725165372236771000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
iamjohnrussaw;39856740;725162770161893000;NR;NO;YES;NO;NO;NO;0;0;9229;1297;1480
amandsst;2810050196;725161529453195000;R;NO;YES;NO;NO;NO;0;0;447733;28416;27941
KinolaiHealth;3041054075;725158006615216000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
arzillion;1185076327;725157552057512000;R;NO;YES;NO;NO;NO;0;0;3876;201;433
alicesttu;2810037368;725157490279768000;R;NO;YES;NO;NO;NO;0;0;370196;27834;29739
ZikaVirusNews;4579860622;725155650456547000;NR;NO;YES;NO;NO;NO;0;0;1791;23;0
Cheesezdog;2701656862;725155537042702000;R;NO;YES;NO;NO;NO;0;0;1655;103;196
rajukap;129787920;725152622945120000;NR;YES;YES;NO;NO;NO;0;0;263;131;206
Amy__Benson;9887972;725151518849004000;R;YES;YES;NO;NO;NO;0;0;9302;952;2065
thell0ve;2799108808;725151021375341000;R;NO;YES;NO;NO;NO;0;0;276988;19614;21174
chaarmz4;3436218215;725150550967345000;NR;NO;YES;NO;NO;NO;0;0;342;100;240
jjchm2;106271658;725149868252090000;NR;YES;YES;NO;NO;NO;0;0;606;159;172
bksutherland;55123894;725147442887414000;NR;YES;YES;NO;NO;NO;0;0;3024;422;570
AgBioWorld;282076470;725143247350301000;NR;NO;YES;YES;NO;NO;0;6;12815;6392;1019
KinolaiHealth;3041054075;725142426847838000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;725142424926872000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
KinolaiHealth;3041054075;725142424075428000;R;NO;YES;NO;NO;NO;0;0;20356;5295;5572
QoLCare;3280647540;725140950146675000;NR;NO;YES;NO;NO;NO;0;0;6304;109;43
howelloman;46754410;725133812292833000;NR;YES;YES;NO;NO;NO;0;0;453;228;387
MidAmericanGuy;199462863;725132745781985000;R;NO;NO;NO;NO;NO;0;0;43764;3656;3651
vaper_the;4072442294;725130873050403000;R;NO;NO;NO;NO;YES;0;0;487;166;130
BabyCareDocs;3237661673;725130657207218000;R;NO;YES;NO;NO;NO;0;0;160;100;57
Petchary;175176750;725129190064951000;R;NO;YES;NO;NO;NO;0;0;232441;8180;7417
NoelEOman;209149867;725128213693882000;NR;NO;YES;YES;NO;NO;0;1;2588;506;1154
bellyfriendly;948135854;725127693201756000;R;NO;YES;NO;NO;NO;0;0;1943;1842;1521
KinolaiHealth;3041054075;725126502199652000;NR;NO;YES;NO;NO;NO;0;0;20356;5295;5572
RLCinDC;1601155082;725126087576048000;NR;YES;YES;NO;NO;NO;0;0;1247;196;417
braindamedeb;517910426;725125958353703000;NR;YES;YES;NO;NO;NO;0;0;3676;459;62
iammeganlee;4099330765;725123671660986000;NR;NO;YES;NO;NO;NO;0;0;3808;174;365
ZikaVirusNews;4579860622;725123663641469000;NR;NO;YES;NO;NO;NO;0;0;1791;23;0
FemaleExecMag;2400989810;725123647506096000;R;NO;YES;NO;NO;NO;0;0;35274;41788;21566
